"RPTID","CAUSE","CAUSE_TXT","OPERATOR_ID","OWNER_OPERATOR_ID","NAME","OPSTREET","OPCITY","OPCOUNTY","OPSTATE","OPZIP","IHOUR","IDATE","IYEAR","LATITUDE","LONGITUDE","ACCITY","ACCOUNTY","ACSTATE","ACZIP","MPVST","SURNO","TELRN","TELID","TELDT","PPPRP","EMRPRP","ENVPRP","OPCPRP","OPCPRPO","PRODPRP","OPPRP","OOPPRP","OOPPRPO","PRPTY","SPILLED","COMM","CLASS","CLASS_TXT","SPUNIT","SPUNIT_TXT","LOSS","RECOV","GEN_CAUSE","GEN_CAUSE_TXT","LINE_SEG","IFED","INTER","OFFSHORE","OFFAREA","BNUMB","OFFST","OCS","OPPROP","PIPEROW","HCA","HCADESC","SYSPRT","SYSPRT_TXT","SYSPRTO","FAIL_OC","FAIL_OC_TXT","FAIL_OCO","PRTYR","INC_PRS","MOP","OPRS","LRTYPE","LRTYPE_TXT","LRTYPEO","LEAK","LEAK_TXT","PUNC_DIAM","RUPTURE","RUPTURE_TXT","RUPLN","PROPLN","UBLKVM","UBLKVA","UBLKVR","UBLKVC","DBLKVM","DBLKVA","DBLKVR","DBLKVC","SEGISO","VLVDIST","SEGCONF","INLINE","INLINE_TXT","DRHRMF","DRHRMFY","DRLRMF","DRLRMFY","DRUT","DRUTY","DRGEO","DRGEOY","DRCAL","DRCALY","DRCRK","DRCRKY","DRHARD","DRHARDY","DROTH","DROTHY","NPS","WALLTHK","SPEC","SMYS","SEAM","VALVE","MANU","MANYR","LOCLK","LOCLK_TXT","LOCLKO","DEPTH_COV","EFAT","NFAT","GPFAT","INJURE","EINJ","NINJ","GPINJ","SHUTDOWN","SHUTDAY","SHUTHR","SHUTMIN","IGNITE","EXPLO","EVAC","EVACNO","EVAC_REASON","EVAC_REASON_TEXT","STHH","STMN","FISH","BIRDS","TERRESTRIAL","SOIL","SOIL_YRD","IMPACT","REMEDIAL","RSURFACE","RGROUND","RSOIL","RVEG","RWILD","WATER","AMT_IN_WATER","OCEAN","SURFACE","GROUNDW","DRINK","DRINKSRC","DRINKSRC_TXT","COMP_BASED","DETECTED","DETECTED_TXT","DETECTEDO","DURLEAK_DAY","DURLEAK_HR"
20080213,1,"CORROSION, EXTERNAL",20202,,"ULTRAMAR INC","2402 E. ANAHEIM ST.","WILMINGTON","LOS ANGELES","CA",90808,1430,"6/11/2008",2008,33.770666,118.267041,"WILMINGTON","LOS ANGELES","CA",90744,,,"08 4163",,"6/11/2008",0,31590,49209,0,,1092,0,543585,"CONTRACT LABOR",625476,"YES","DISTILLATE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",77,71,1,"CORROSION","C-52-6  - CSFM# 0493","NO","INTRASTATE","NO",,,,"NO","NO","YES","YES","BUSINESS",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,,80,80,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",4317,4317,"NO",4,"NOT POSSIBLE DUE TO PHYSICAL CONSTRAINTS IN THE SYSTEM","NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,6,0.22,,1586,,,"UNKNOWN",1940,4,"UNDER GROUND",,,0,0,0,0,0,0,0,"YES",45,0,0,"NO","NO","NO",,,,6,0,"NO","NO","NO","YES",2000,"YES","YES","NO","YES","YES","NO","NO","YES",7,"NO","YES","YES","NO",,,"NO",6,"A THIRD PARTY",,,
20080214,,,22610,,"MAGELLAN PIPELINE COMPANY, LP","ONE WILLIAMS CENTER, P.O. BOX 22186","TULSA","TULSA","OK","74121-2186",1630,"6/11/2008",2008,41.36416,-96.05833,"OMAHA","DOUGLAS","NE",68122,"0+00","N/A","N/A",,,0,0,0,500,"OVERTIME FOR PERSONNEL",0,50,0,,550,"YES","GASOLINE AND FUEL OIL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",4,4,5,"MATERIAL AND/OR WELD FAILURES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080215,,,300,,"PLAINS PIPELINE, L.P.","333 CLAY ST , SUITE 1600","HOUSTON","HARRIS","TX",77002,720,"6/20/2008",2008,"31.03375 N","89.4480833 W","LUMBERTON","LAMAR","MS",39455,,"LUMBERTON STATION",,,,0,960,900,0,,70,10,160,"REPAIR",2100,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",20,0,5,"MATERIAL AND/OR WELD FAILURES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080216,22,"RUPTURED OR LEAKING SEAL/PUMP PACKING",31720,,"KINDER MORGAN PIPELINES (USA) INC","800 WERNER CT SUITE #352","CASPER","NATRONA","WY",82601,700,"6/3/2008",2008,"42ﾰ51'52""","106ﾰ24'30""","CASPER","NATRONA","WY",82604,"CASPER STATION - PROVER",,872912,,"6/3/2008",0,110000,70000,0,,1120,2000,0,,183120,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",70,70,6,"EQUIPMENT","EXPRESS PROVER","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,12,"BOLTED FITTING",,2005,230,275,"YES",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,16,375,,300,"O-RING SEAL","DOOR 300 TUBE T-BOLT HORIZONTAL","OGASCO",1996,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","YES",100,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,5
20080217,23,"INCORRECT OPERATION",4906,,"EXXONMOBIL PIPELINE CO","800 BELL STREET","HOUSTON","HARRIS","TX",77002,215,"6/13/2008",2008,"N 29ﾰ47﾿ 50.238﾿","W 90ﾰ41﾿ 20.147﾿","RACELAND","LAFOURCHE","LA",70394,7.5,,873996,,"6/13/2008",0,0,0,0,,0,0,22510,"RESPONSE, RECOVERY, EQUIPMENT, DISPOSAL",22510,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",65,65,7,"INCORRECT OPERATION",16,"NO","INTERSTATE","NO",,,,"NO","NO","YES","YES","SENSITIVE WETLANDS",4,"OTHER","IN PROGRESS PIPE REPLACEMENT",14,"OTHER","PIPE REPLACEMENT ",1953,10,983,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,16,0.31,"GR B",35000,"ERW",,,1953,7,"OTHER","MARSH/SWAMP",42,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,10,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","YES",65,"NO","YES","NO","NO",,,"YES",7,"OTHER","ONSITE PERSONNEL",,0
20080218,9,"THIRD PARTY EXCAVATION DAMAGE",1845,,"BUCKEYE PARTNERS, LP","P.O. BOX 368","EMMAUS","LEHIGH","PA",18049,1520,"6/12/2008",2008,40.13,-76.42,"MANHEIM","LANCASTER","PA",17545,72.7,,873954,,"6/12/2008",0,12000,60000,0,,0,28400,0,,100400,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",55,0,3,"EXCAVATION DAMAGE","LX750HX","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1946,692,1435,"NO",1,"LEAK",,3,"PUNCTURE",2,,,,,"NO","YES","NO","NO","YES","NO","NO","NO",31680,31680,"YES",1,"YES","YES",2003,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,8,0.34,"API  5L",35000,"SEAMLESS","N/A","UNKNOWN",1946,4,"UNDER GROUND",,26,0,0,0,0,0,0,0,"YES",4,23,40,"NO","NO","NO",,,,0,0,"NO","NO","NO","YES",0,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,0,9
20080219,,,18718,,"SUNOCO PIPELINE L.P.","ONE FLOUR DANIEL DRIVE, BUILDING A, LEVEL 3","SUGAR LAND","FORT BEND","TX",77478,200,"6/11/2008",2008,32.0684,-96.4708,"CORSICANA","NAVARRO","TX",75110,"MP 154","CORSICANA STATION",,,,0,0,0,0,,524,0,4000,"REMEDIATION & REPAIRS",4524,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",4,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080220,,,22610,,"MAGELLAN PIPELINE COMPANY, LP","ONE WILLIAMS CENTER, P.O. BOX 22186","TULSA","TULSA","OK",74121,1140,"6/13/2008",2008,39.75831,-104.8047,"AURORA","ADAMS","CO",80011,"0+00","N/A","N/A",,,0,0,1500,0,,300,0,0,,1800,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",2,2,7,"INCORRECT OPERATION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080221,,,12470,,"MID - VALLEY PIPELINE CO","ONE FLUOR DANIEL DRIVE, BUILDING A, LEVEL 3","SUGAR LAND","FORT BEND","TX",77478,900,"6/12/2008",2008,40.7067,-84.124,"LIMA","ALLEN","OH",45804,"MP 0.0","LIMA TERMINAL",,,,0,0,0,0,,75,0,500,"CLEAN UP, REPAIRS",575,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",18,12,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080222,2,"CORROSION, INTERNAL",12470,,"MID - VALLEY PIPELINE CO","ONE FLUOR DANIEL DRIVE, BUILDING A, LEVEL 3","SUGAR LAND","FORT BEND","TX",77478,1000,"6/17/2008",2008,40.7021,-84.1254,"LIMA","ALLEN","OH",45804,902.5,"LIMA TERMINAL",,,,0,0,0,0,,140,0,2000,"CLEAN UP, REPAIRS",2140,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",80,79,1,"CORROSION","LIMA TERMINAL","NO","INTERSTATE","NO",,,,"NO","YES","NO","YES","HPA",3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,1,"BODY OF PIPE",,2005,25,275,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,10,0.38,"API 5LX42",42000,"SEAMLESS",,"SHAWCOR PIPE",2005,1,"OPEN DITCH",,,0,0,0,0,0,0,0,"YES",0,2,45,"NO","NO","NO",,,,2,45,"NO","NO","NO","YES",2,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,0,1
20080223,,,30829,,"TEPPCO CRUDE PIPELINE, LLC","210 PARK AVENUE, SUITE 1600","OKLAHOMA CITY","OKLAHOMA","OK",73102,1000,"6/3/2008",2008,"N29 04 48.37","W095 48 04.64","OLD OCEAN","MATAGORDA","TX",77463,,,872929,,"6/3/2008",0,0,0,0,,0,0,39000,"CLEAN UP AND REPAIR",39000,"YES","CRUDE OILE",4,"CRUDE OIL",2,"GALLONS",42,21,4,"OTHER OUTSIDE FORCE DAMAGE",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080224,,,31174,,"SHELL PIPELINE CO., L.P.","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1900,"6/19/2008",2008,29.71583,-95.18278,"PASADENA","HARRIS","TX",77506,,,874112,,"6/19/2008",0,0,0,0,,0,0,2000,"CLEAN UP & REPAIR",2000,"YES","DIESEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",5,5,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080225,,,300,,"PLAINS PIPELINE, L.P.","333 CLAY STREET , SUITE 1600","HOUSTON","HARRIS","TX",77002,1315,"6/24/2008",2008,"31.711270 N","102.61440 W","ODESSA","ECTOR","TX",79760,41.6,,,,,500,300,200,0,,70,880,200,"REPAIR",2150,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",21,0,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080226,8,"OPERATOR EXCAVATION DAMAGE",2371,,"WESTERN REFINING SOUTHWEST, INC","111 COUNTY ROAD 4990","BLOOMFIELD","SAN JUAN","NM",87413,830,"6/20/2008",2008,"N 36.68087","W 107.99182","BLOOMFIELD","SAN JUAN","NM",87413,,,874770,,"6/20/2008",0,0,0,0,,11644,0,0,,11644,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",130,48,3,"EXCAVATION DAMAGE","SAN JUAN PIPELINE","NO","INTERSTATE","NO",,,,"NO","NO","YES","YES","ENTIRE SEGMENT IS HCA",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1954,167,941,"NO",4,"OTHER","COMPLETE SHEAR",,,,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",,,"YES",1,"YES","YES",2007,"NO",,"NO",,"YES",2007,"YES",2007,"NO",,"NO",,"NO",,6.63,0.19,"GRADE B",35000,"ERW","GATE","UNKNOWN",,4,"UNDER GROUND",,8,0,0,0,0,0,0,0,"YES",0,5,30,"NO","NO","NO",,,,,10,"NO","NO","NO","YES",330,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,0,0
20080227,,,4805,,"EXPLORER PIPELINE CO","P O BOX 2750","TULSA","TULSA","OK",74101,540,"6/16/2008",2008,"35.59.44","96.0.29","GLENPOOL","TULSA","OK",74033,523,,,,,0,0,0,0,,155,0,16628,"LABOR, VAC TRUCK, PADS AND PROPER DISPOSAL",16783,"YES","TRANSMIX ",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",2,1,2,"NATURAL FORCES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080228,20,"MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",31555,,"KINDER MORGAN CO2 CO. LP","500 DALLAS SUITE 1000","HOUSTON ","HARRIS","TX",77002,630,"6/24/2008",2008,"32 31.840    ","101 08.326","SNYDER","SCURRY","TX",79549,7.6,,,,,0,0,0,0,,150,0,0,,150,"YES","CO2",2,"CO2 OR OTHER NON-FLAMMABLE, NON-TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",46,0,6,"EQUIPMENT","REINECKE LATERAL","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,8,"VALVE",,2007,2125,2025,"YES",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,6,,,,"NONE","THERMAL RELIEF","MERCER",2007,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",6,"A THIRD PARTY",,,1
20080229,16,"JOINT",31189,,"BP PIPELINE (NORTH AMERICA) INC.","28100 TORCH PARKWAY","WARRENVILLE","DUPAGE","IL",60555,2136,"6/26/2008",2008,35.9905,-96.5785,"DRUMRIGHT","CREEK","OK",74030,0,,875484,,"6/26/2008",0,0,0,0,,9000,0,8000,"VAC TRUCK",17000,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",72,72,5,"MATERIAL AND/OR WELD FAILURES","DRUMRIGHT TO FREEMAN","NO","INTERSTATE","NO",,,,"NO","YES","NO","YES","OTHER POPULATED AREA",3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,6,"JOINT",,1966,940,1440,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,16,0.5,"GRADE B",35000,"SEAMLESS","CHECK","FRANK WHEATLEY",1966,1,"OPEN DITCH",,0,0,0,0,0,0,0,0,"YES",0,22,0,"NO","NO","NO",,,,3,,"NO","NO","NO","YES",10,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,1
20080230,1,"CORROSION, EXTERNAL",22610,,"MAGELLAN PIPELINE COMPANY, LP","P.O. BOX 21628","TULSA","TULSA","OK",74121,2330,"6/22/2008",2008,"N36.791252","W96.030318","BARTLESVILLE","OSAGE","OK",,"MP 15+32","ESN 823+81",874980,,"6/22/2008",0,22130,954000,85000,"INSTALLING AND SAMPLING MONITORING WELLS",20200,0,0,,1081330,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",125,10,1,"CORROSION","BARNSDALL TO CANEY #3-8","NO","INTERSTATE","NO",,,,"NO","NO","YES","YES","DRINKING WATER",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,,454,1133,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",52001,52001,"YES",1,"YES","YES",2007,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,8.63,0.2,"GRADE B",35000,"SEAMLESS","NA","NATIONAL TUBE",1946,4,"UNDER GROUND",,18,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,5,20,"NO","NO","NO","YES",3000,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",6,"A THIRD PARTY",,16,
20080231,16,"JOINT",32169,,"PACIFIC ATLANTIC TERMINALS LLC","5900 CHERRY AVENUE","LONG BEACH","LOS ANGELES","CA",90805,1040,"6/24/2008",2008,"38.02541670 N","122.11430 W","MARTINEZ","CONTRA COSTA","CA",94553,"LINE 1083 - MP 0",,875159,,"6/24/2008",20000,39392,0,5000,"CITY OF MARTINEZ",70,50,200,"REPAIRS",64712,"YES","HYDROTEST WATER/OIL MIXTURE",4,"CRUDE OIL",2,"GALLONS",21,0,5,"MATERIAL AND/OR WELD FAILURES","LINE 1083","NO","INTRASTATE","NO",,,,"NO","NO","YES","YES","OPA/USA",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,6,"JOINT",,2007,1600,1350,"NO",4,"OTHER","GASKET",,,,,,,,"NO","YES","NO","NO","NO","YES","NO","NO",311,311,"NO",4,"NOT POSSIBLE DUE TO PHYSICAL CONSTRAINTS IN THE SYSTEM","NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,16,0.38,"X42",42000,,,,1998,7,"OTHER","VAULT",,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,0,0
20080232,,,9175,,"JAYHAWK PIPELINE LLC","2000 SOUTH MAIN","MCPHERSON","MCPHERSON","KS",67460,1710,"7/21/2008",2008,-98.43618,38.2902,"RAYMOND","RICE","KS",,,"SCHURR STATION",,,,0,0,0,0,,25,0,0,,25,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",17,7,5,"MATERIAL AND/OR WELD FAILURES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080234,24,"MISCELLANEOUS",30829,,"TEPPCO CRUDE PIPELINE, LLC","210 PARK AVENUE, SUITE 1600","OKLAHOMA CITY","OKLAHOMA","OK",73102,1030,"7/2/2008",2008,"N29 20 51","W094 55 90","TEXAS CITY","GALVESTON","TX",77592,,,,,,0,0,0,0,,0,0,35000,"CLEAN UP AND REPAIR",35000,"YES","CRUDE",4,"CRUDE OIL",1,"BARRELS",15,15,8,"OTHER","TANK 9104","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,1,"ABOVE GROUND STORAGE TANK",,14,"OTHER","LEAKING GASKET ON DEGASSING SYSTEM",,0,0,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,1
20080235,9,"THIRD PARTY EXCAVATION DAMAGE",32109,,"ONEOK NGL PIPELINE LP","BOX 29","MEDFORD ","GRANT","OK",73759,1100,"6/28/2008",2008,,,"SEILING","DEWEY","OK",73667,,,875609,,"6/28/2008",30867,0,0,0,,150543,0,0,,181410,"YES","NATURAL GAS LIQUIDS",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",2304,0,3,"EXCAVATION DAMAGE","ANTELOPE HILLS","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,14,"OTHER","PIPELINE",1982,500,1440,"NO",3,"N/A",,,,,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",62360,62360,"YES",3,"DON'T KNOW","NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,6.63,0.19,"X-42",42000,"WELDED","MANUAL",,,4,"UNDER GROUND",,36,0,0,0,0,0,0,0,"YES",2,0,0,"NO","NO","NO",,,,6,,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",6,"A THIRD PARTY",,,10
20080236,8,"OPERATOR EXCAVATION DAMAGE",31618,,"ENTERPRISE PRODUCTS OPERATING LLC","1100 LOUISIANA STREET","HOUSTON","HARRIS","TX",77002,1025,"6/25/2008",2008,29.72596,95.17449,"PASADENA","HARRIS","TX",77503,610.3,32273.63,875276,,"6/25/2008",0,0,0,0,,123268,0,0,,123268,"YES","NATRUAL GAS LIQUIDS (NGLS)",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",900,0,3,"EXCAVATION DAMAGE","SEMINOLE (BLUE)","NO","INTRASTATE","NO",,,,"NO","NO","YES","YES","DRINKING WATER, OPA",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,14,"OTHER","TRAP DRAIN NIPPLE AND VALVE",2008,1440,1440,"NO",4,"OTHER","PIG TRAP NIPPLE & VALVE",,,,,,,,"NO","YES","YES","NO","NO","YES","YES","NO",6,6,"YES",1,"YES","YES",2006,"NO",,"NO",,"YES",2006,"NO",,"NO",,"NO",,"NO",,16,0.38,"API 5L X-46",46000,"SEAMLESS","WKM GATE ANSI 600","UNKNOWN",1982,7,"OTHER","PIG TRAP DRAIN NIPPLE",0,0,0,0,1,1,0,0,"YES",0,12,0,"NO","NO","NO",,,,8,20,"NO","NO","NO","NO",,"YES","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,,12
20080237,2,"CORROSION, INTERNAL",30829,,"TEPPCO CRUDE PIPELINE, LLC","210 PARK AVENUE, SUITE 1600","OKLAHOMA CITY","OKLAHOMA","OK",73102,2100,"7/23/2008",2008,"N32 36.034","W103 03.550","SEMINOLE","GAINES","TX",79360,,,878276,,"7/23/2008",1000,5000,50000,0,,150000,0,100000,"CLEAN UP & REPAIR",306000,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",3700,0,1,"CORROSION","C-14","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1979,300,720,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",64032,64032,"YES",1,"YES","YES",2005,"NO",,"NO",,"YES",2005,"NO",,"NO",,"NO",,"NO",,8,0.19,"X52",52000,"ERW","DANIELS GATE",,,4,"UNDER GROUND",,48,0,0,0,0,0,0,0,"YES",30,0,0,"NO","NO","NO",,,,72,5,"NO","NO","NO","YES",5000,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,14,0
